Station,Air Quality,Longitude,Latitude,O3 Hour,O3 Quality,O3 Value,NO2 Hour,NO2 Quality,NO2 Value,PM10 Hour,PM10 Quality,PM10 Value,Generated,Date Time
Barcelona - Sants,Good,2.1331,41.3788,,,,5h,Good,10.0,,,,15/11/2018 6:00,1542258301
Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,40.0,5h,Good,23.0,5h,Good,33.0,15/11/2018 6:00,1542258301
Barcelona - Gràcia,Good,2.1534,41.3987,5h,Good,47.0,5h,Good,10.0,,,,15/11/2018 6:00,1542258301
Barcelona - Ciutadella,Good,2.1874,41.3864,5h,Good,52.0,5h,Good,9.0,,,,15/11/2018 6:00,1542258301
Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,47.0,5h,Good,10.0,5h,Good,27.0,15/11/2018 6:00,1542258301
Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,45.0,5h,Good,6.0,5h,Good,25.0,15/11/2018 6:00,1542258301
Barcelona - Poblenou,Good,2.2045,41.4039,,,,5h,Good,9.0,5h,Good,27.0,15/11/2018 6:00,1542258301
Barcelona - Observ Fabra,Good,2.1239,41.4183,5h,Good,71.0,5h,Good,4.0,5h,Good,18.0,15/11/2018 6:00,1542258301
Barcelona - Sants,Good,2.1331,41.3788,,,,6h,Good,7.0,,,,15/11/2018 7:00,1542261901
Barcelona - Eixample,Good,2.1538,41.3853,6h,Good,51.0,6h,Good,18.0,6h,Good,32.0,15/11/2018 7:00,1542261901
Barcelona - Gràcia,Good,2.1534,41.3987,6h,Good,61.0,6h,Good,9.0,,,,15/11/2018 7:00,1542261901
Barcelona - Ciutadella,Good,2.1874,41.3864,6h,Good,46.0,6h,Good,13.0,,,,15/11/2018 7:00,1542261901
Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,66.0,6h,Good,9.0,6h,Good,26.0,15/11/2018 7:00,1542261901
Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,57.0,6h,Good,3.0,6h,Good,24.0,15/11/2018 7:00,1542261901
Barcelona - Poblenou,Good,2.2045,41.4039,,,,6h,Good,13.0,6h,Good,27.0,15/11/2018 7:00,1542261901
Barcelona - Observ Fabra,Good,2.1239,41.4183,6h,Good,85.0,6h,Good,2.0,6h,Good,17.0,15/11/2018 7:00,1542261901
Barcelona - Sants,Good,2.1331,41.3788,,,,7h,Good,14.0,,,,15/11/2018 8:00,1542265502
Barcelona - Eixample,Good,2.1538,41.3853,7h,Good,26.0,7h,Good,41.0,7h,Good,31.0,15/11/2018 8:00,1542265502
Barcelona - Gràcia,Good,2.1534,41.3987,7h,Good,40.0,7h,Good,22.0,,,,15/11/2018 8:00,1542265502
Barcelona - Ciutadella,Good,2.1874,41.3864,7h,Good,31.0,7h,Good,24.0,,,,15/11/2018 8:00,1542265502
Barcelona - Vall Hebron,Good,2.148,41.4261,7h,Good,48.0,7h,Good,17.0,7h,Good,25.0,15/11/2018 8:00,1542265502
Barcelona - Palau Reial,Good,2.1151,41.3875,7h,Good,52.0,7h,Good,8.0,7h,Good,23.0,15/11/2018 8:00,1542265502
Barcelona - Poblenou,Good,2.2045,41.4039,,,,7h,Good,29.0,7h,Good,27.0,15/11/2018 8:00,1542265502
Barcelona - Observ Fabra,Good,2.1239,41.4183,7h,Good,76.0,7h,Good,4.0,7h,Good,17.0,15/11/2018 8:00,1542265502
Barcelona - Sants,Good,2.1331,41.3788,,,,8h,Good,38.0,,,,15/11/2018 9:00,1542269102
Barcelona - Eixample,Good,2.1538,41.3853,8h,Good,4.0,8h,Good,76.0,8h,Good,31.0,15/11/2018 9:00,1542269102
Barcelona - Gràcia,Good,2.1534,41.3987,8h,Good,20.0,8h,Good,47.0,,,,15/11/2018 9:00,1542269102
Barcelona - Ciutadella,Good,2.1874,41.3864,8h,Good,19.0,8h,Good,44.0,,,,15/11/2018 9:00,1542269102
Barcelona - Vall Hebron,Good,2.148,41.4261,8h,Good,23.0,8h,Good,41.0,8h,Good,26.0,15/11/2018 9:00,1542269102
Barcelona - Palau Reial,Good,2.1151,41.3875,8h,Good,27.0,8h,Good,30.0,8h,Good,23.0,15/11/2018 9:00,1542269102
Barcelona - Poblenou,Good,2.2045,41.4039,,,,8h,Good,49.0,8h,Good,26.0,15/11/2018 9:00,1542269102
Barcelona - Observ Fabra,Good,2.1239,41.4183,8h,Good,65.0,8h,Good,10.0,8h,Good,16.0,15/11/2018 9:00,1542269102
Barcelona - Sants,Good,2.1331,41.3788,,,,9h,Good,59.0,,,,15/11/2018 10:00,1542272702
Barcelona - Eixample,Good,2.1538,41.3853,9h,Good,4.0,9h,Good,88.0,9h,Good,30.0,15/11/2018 10:00,1542272702
Barcelona - Gràcia,Good,2.1534,41.3987,9h,Good,7.0,9h,Good,68.0,,,,15/11/2018 10:00,1542272702
Barcelona - Ciutadella,Good,2.1874,41.3864,9h,Good,18.0,9h,Good,48.0,,,,15/11/2018 10:00,1542272702
Barcelona - Vall Hebron,Good,2.148,41.4261,9h,Good,14.0,9h,Good,51.0,9h,Good,25.0,15/11/2018 10:00,1542272702
Barcelona - Palau Reial,Good,2.1151,41.3875,9h,Good,12.0,9h,Good,54.0,9h,Good,23.0,15/11/2018 10:00,1542272702
Barcelona - Poblenou,Good,2.2045,41.4039,,,,9h,Good,45.0,9h,Good,25.0,15/11/2018 10:00,1542272702
Barcelona - Observ Fabra,Good,2.1239,41.4183,9h,Good,56.0,9h,Good,19.0,9h,Good,15.0,15/11/2018 10:00,1542272702
Barcelona - Sants,Good,2.1331,41.3788,,,,10h,Good,35.0,,,,15/11/2018 11:00,1542276302
Barcelona - Eixample,Good,2.1538,41.3853,10h,Good,18.0,10h,Good,74.0,10h,Good,30.0,15/11/2018 11:00,1542276302
Barcelona - Gràcia,Good,2.1534,41.3987,10h,Good,32.0,10h,Good,49.0,,,,15/11/2018 11:00,1542276302
Barcelona - Ciutadella,Good,2.1874,41.3864,10h,Good,47.0,10h,Good,21.0,,,,15/11/2018 11:00,1542276302
Barcelona - Vall Hebron,Good,2.148,41.4261,10h,Good,34.0,10h,Good,43.0,10h,Good,24.0,15/11/2018 11:00,1542276302
Barcelona - Palau Reial,Good,2.1151,41.3875,10h,Good,26.0,10h,Good,44.0,10h,Good,23.0,15/11/2018 11:00,1542276302
Barcelona - Poblenou,Good,2.2045,41.4039,,,,10h,Good,23.0,10h,Good,24.0,15/11/2018 11:00,1542276302
Barcelona - Observ Fabra,Good,2.1239,41.4183,10h,Good,65.0,10h,Good,17.0,10h,Good,14.0,15/11/2018 11:00,1542276302
Barcelona - Sants,Good,2.1331,41.3788,,,,11h,Good,34.0,,,,15/11/2018 12:00,1542279902
Barcelona - Eixample,Good,2.1538,41.3853,11h,Good,20.0,11h,Good,72.0,11h,Good,30.0,15/11/2018 12:00,1542279902
Barcelona - Gràcia,Good,2.1534,41.3987,11h,Good,45.0,11h,Good,35.0,,,,15/11/2018 12:00,1542279902
Barcelona - Ciutadella,Good,2.1874,41.3864,11h,Good,51.0,11h,Good,16.0,,,,15/11/2018 12:00,1542279902
Barcelona - Vall Hebron,Good,2.148,41.4261,11h,Good,50.0,11h,Good,29.0,11h,Good,23.0,15/11/2018 12:00,1542279902
Barcelona - Palau Reial,Good,2.1151,41.3875,11h,Good,40.0,11h,Good,29.0,11h,Good,22.0,15/11/2018 12:00,1542279902
Barcelona - Poblenou,Good,2.2045,41.4039,,,,11h,Good,18.0,11h,Good,23.0,15/11/2018 12:00,1542279902
Barcelona - Observ Fabra,Good,2.1239,41.4183,11h,Good,69.0,11h,Good,14.0,11h,Good,13.0,15/11/2018 12:00,1542279902
Barcelona - Sants,Good,2.1331,41.3788,,,,12h,Good,25.0,,,,15/11/2018 12:00,1542283502
Barcelona - Eixample,Good,2.1538,41.3853,12h,Good,28.0,12h,Good,60.0,12h,Good,29.0,15/11/2018 12:00,1542283502
Barcelona - Gràcia,Good,2.1534,41.3987,12h,Good,43.0,12h,Good,40.0,,,,15/11/2018 12:00,1542283502
Barcelona - Ciutadella,Good,2.1874,41.3864,12h,Good,57.0,12h,Good,12.0,,,,15/11/2018 12:00,1542283502
Barcelona - Vall Hebron,Good,2.148,41.4261,12h,Good,57.0,12h,Good,21.0,12h,Good,23.0,15/11/2018 12:00,1542283502
Barcelona - Palau Reial,Good,2.1151,41.3875,12h,Good,43.0,12h,Good,26.0,12h,Good,22.0,15/11/2018 12:00,1542283502
Barcelona - Poblenou,Good,2.2045,41.4039,,,,12h,Good,13.0,12h,Good,22.0,15/11/2018 12:00,1542283502
Barcelona - Observ Fabra,Good,2.1239,41.4183,12h,Good,70.0,12h,Good,13.0,12h,Good,12.0,15/11/2018 12:00,1542283502
Barcelona - Sants,Good,2.1331,41.3788,,,,13h,Good,23.0,,,,15/11/2018 14:00,1542287102
Barcelona - Eixample,Good,2.1538,41.3853,13h,Good,35.0,13h,Good,52.0,13h,Good,29.0,15/11/2018 14:00,1542287102
Barcelona - Gràcia,Good,2.1534,41.3987,13h,Good,52.0,13h,Good,32.0,,,,15/11/2018 14:00,1542287102
Barcelona - Ciutadella,Good,2.1874,41.3864,13h,Good,50.0,13h,Good,19.0,,,,15/11/2018 14:00,1542287102
Barcelona - Vall Hebron,Good,2.148,41.4261,13h,Good,57.0,13h,Good,20.0,13h,Good,23.0,15/11/2018 14:00,1542287102
Barcelona - Palau Reial,Good,2.1151,41.3875,13h,Good,48.0,13h,Good,20.0,13h,Good,22.0,15/11/2018 14:00,1542287102
Barcelona - Poblenou,Good,2.2045,41.4039,,,,13h,Good,10.0,13h,Good,22.0,15/11/2018 14:00,1542287102
Barcelona - Observ Fabra,Good,2.1239,41.4183,13h,Good,72.0,13h,Good,11.0,13h,Good,12.0,15/11/2018 14:00,1542287102
Barcelona - Sants,Good,2.1331,41.3788,,,,14h,Good,19.0,,,,15/11/2018 14:00,1542290701
Barcelona - Eixample,Good,2.1538,41.3853,14h,Good,36.0,14h,Good,49.0,14h,Good,29.0,15/11/2018 14:00,1542290701
Barcelona - Gràcia,Good,2.1534,41.3987,13h,Good,52.0,13h,Good,32.0,,,,15/11/2018 14:00,1542290701
Barcelona - Ciutadella,Good,2.1874,41.3864,14h,Good,51.0,14h,Good,16.0,,,,15/11/2018 14:00,1542290701
Barcelona - Vall Hebron,Good,2.148,41.4261,14h,Good,62.0,14h,Good,17.0,14h,Good,23.0,15/11/2018 14:00,1542290701
Barcelona - Palau Reial,Good,2.1151,41.3875,14h,Good,51.0,14h,Good,14.0,14h,Good,22.0,15/11/2018 14:00,1542290701
Barcelona - Poblenou,Good,2.2045,41.4039,,,,13h,Good,10.0,14h,Good,22.0,15/11/2018 14:00,1542290701
Barcelona - Observ Fabra,Good,2.1239,41.4183,14h,Good,71.0,14h,Good,11.0,14h,Good,12.0,15/11/2018 14:00,1542290701
Barcelona - Sants,Good,2.1331,41.3788,,,,15h,Good,27.0,,,,15/11/2018 16:00,1542294301
Barcelona - Eixample,Good,2.1538,41.3853,14h,Good,36.0,14h,Good,49.0,15h,Good,29.0,15/11/2018 16:00,1542294301
Barcelona - Gràcia,Good,2.1534,41.3987,13h,Good,52.0,13h,Good,32.0,,,,15/11/2018 16:00,1542294301
Barcelona - Ciutadella,Good,2.1874,41.3864,15h,Good,52.0,15h,Good,15.0,,,,15/11/2018 16:00,1542294301
Barcelona - Vall Hebron,Good,2.148,41.4261,15h,Good,49.0,15h,Good,24.0,15h,Good,22.0,15/11/2018 16:00,1542294301
Barcelona - Palau Reial,Good,2.1151,41.3875,15h,Good,45.0,15h,Good,18.0,15h,Good,22.0,15/11/2018 16:00,1542294301
Barcelona - Poblenou,Good,2.2045,41.4039,,,,15h,Good,14.0,15h,Good,22.0,15/11/2018 16:00,1542294301
Barcelona - Observ Fabra,Good,2.1239,41.4183,15h,Good,64.0,15h,Good,13.0,15h,Good,12.0,15/11/2018 16:00,1542294301
Barcelona - Sants,Good,2.1331,41.3788,,,,16h,Good,34.0,,,,15/11/2018 17:00,1542297902
Barcelona - Eixample,Good,2.1538,41.3853,16h,Good,22.0,16h,Good,61.0,16h,Good,29.0,15/11/2018 17:00,1542297902
Barcelona - Gràcia,--,2.1534,41.3987,14h,--,,14h,--,,,,,15/11/2018 17:00,1542297902
Barcelona - Ciutadella,Good,2.1874,41.3864,16h,Good,41.0,16h,Good,28.0,,,,15/11/2018 17:00,1542297902
Barcelona - Vall Hebron,Good,2.148,41.4261,16h,Good,40.0,16h,Good,31.0,16h,Good,22.0,15/11/2018 17:00,1542297902
Barcelona - Palau Reial,Good,2.1151,41.3875,16h,Good,32.0,16h,Good,28.0,16h,Good,22.0,15/11/2018 17:00,1542297902
Barcelona - Poblenou,Good,2.2045,41.4039,,,,16h,Good,43.0,16h,Good,22.0,15/11/2018 17:00,1542297902
Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,72.0,16h,Good,9.0,16h,Good,11.0,15/11/2018 17:00,1542297902
Barcelona - Sants,Good,2.1331,41.3788,,,,17h,Good,40.0,,,,15/11/2018 18:00,1542301502
Barcelona - Eixample,Good,2.1538,41.3853,17h,Good,8.0,17h,Good,80.0,17h,Good,29.0,15/11/2018 18:00,1542301502
Barcelona - Gràcia,--,2.1534,41.3987,15h,--,,15h,--,,,,,15/11/2018 18:00,1542301502
Barcelona - Ciutadella,Good,2.1874,41.3864,17h,Good,19.0,17h,Good,56.0,,,,15/11/2018 18:00,1542301502
Barcelona - Vall Hebron,Good,2.148,41.4261,17h,Good,30.0,17h,Good,41.0,17h,Good,21.0,15/11/2018 18:00,1542301502
Barcelona - Palau Reial,Good,2.1151,41.3875,17h,Good,30.0,17h,Good,32.0,17h,Good,21.0,15/11/2018 18:00,1542301502
Barcelona - Poblenou,Good,2.2045,41.4039,,,,17h,Good,66.0,17h,Good,21.0,15/11/2018 18:00,1542301502
Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,72.0,16h,Good,9.0,17h,Good,10.0,15/11/2018 18:00,1542301502
Barcelona - Sants,Good,2.1331,41.3788,,,,18h,Good,52.0,,,,15/11/2018 18:00,1542305101
Barcelona - Eixample,Good,2.1538,41.3853,18h,Good,8.0,18h,Good,85.0,18h,Good,28.0,15/11/2018 18:00,1542305101
Barcelona - Gràcia,Good,2.1534,41.3987,18h,Good,17.0,18h,Good,72.0,,,,15/11/2018 18:00,1542305101
Barcelona - Ciutadella,Good,2.1874,41.3864,18h,Good,49.0,18h,Good,26.0,,,,15/11/2018 18:00,1542305101
Barcelona - Vall Hebron,Good,2.148,41.4261,18h,Good,12.0,18h,Good,60.0,18h,Good,20.0,15/11/2018 18:00,1542305101
Barcelona - Palau Reial,Good,2.1151,41.3875,18h,Good,18.0,18h,Good,53.0,18h,Good,20.0,15/11/2018 18:00,1542305101
Barcelona - Poblenou,Good,2.2045,41.4039,,,,18h,Good,45.0,18h,Good,21.0,15/11/2018 18:00,1542305101
Barcelona - Observ Fabra,Good,2.1239,41.4183,16h,Good,72.0,16h,Good,9.0,18h,Good,10.0,15/11/2018 18:00,1542305101
Barcelona - Sants,Good,2.1331,41.3788,,,,19h,Good,79.0,,,,15/11/2018 20:00,1542308702
Barcelona - Eixample,Moderate,2.1538,41.3853,19h,Good,1.0,19h,Moderate,101.0,19h,Good,27.0,15/11/2018 20:00,1542308702
Barcelona - Gràcia,Moderate,2.1534,41.3987,19h,Good,3.0,19h,Moderate,94.0,,,,15/11/2018 20:00,1542308702
Barcelona - Ciutadella,Good,2.1874,41.3864,19h,Good,14.0,19h,Good,62.0,,,,15/11/2018 20:00,1542308702
Barcelona - Vall Hebron,Good,2.148,41.4261,19h,Good,18.0,19h,Good,56.0,19h,Good,18.0,15/11/2018 20:00,1542308702
Barcelona - Palau Reial,Good,2.1151,41.3875,19h,Good,5.0,19h,Good,67.0,19h,Good,20.0,15/11/2018 20:00,1542308702
Barcelona - Poblenou,Good,2.2045,41.4039,,,,19h,Good,58.0,19h,Good,20.0,15/11/2018 20:00,1542308702
Barcelona - Observ Fabra,Good,2.1239,41.4183,17h,--,,17h,--,,19h,Good,9.0,15/11/2018 20:00,1542308702
Barcelona - Sants,Good,2.1331,41.3788,,,,20h,Good,71.0,,,,15/11/2018 21:00,1542312301
Barcelona - Eixample,Moderate,2.1538,41.3853,19h,Good,1.0,19h,Moderate,101.0,20h,Good,27.0,15/11/2018 21:00,1542312301
Barcelona - Gràcia,Good,2.1534,41.3987,20h,Good,4.0,20h,Good,83.0,,,,15/11/2018 21:00,1542312301
Barcelona - Ciutadella,Good,2.1874,41.3864,20h,Good,26.0,20h,Good,42.0,,,,15/11/2018 21:00,1542312301
Barcelona - Vall Hebron,Good,2.148,41.4261,20h,Good,21.0,20h,Good,52.0,20h,Good,18.0,15/11/2018 21:00,1542312301
Barcelona - Palau Reial,Good,2.1151,41.3875,20h,Good,3.0,20h,Good,72.0,20h,Good,19.0,15/11/2018 21:00,1542312301
Barcelona - Poblenou,Good,2.2045,41.4039,,,,20h,Good,51.0,20h,Good,20.0,15/11/2018 21:00,1542312301
Barcelona - Observ Fabra,Good,2.1239,41.4183,18h,--,,18h,--,,20h,Good,9.0,15/11/2018 21:00,1542312301
Barcelona - Sants,Good,2.1331,41.3788,,,,21h,Good,54.0,,,,15/11/2018 22:00,1542315901
Barcelona - Eixample,Moderate,2.1538,41.3853,19h,Good,1.0,19h,Moderate,101.0,21h,Good,26.0,15/11/2018 22:00,1542315901
Barcelona - Gràcia,Good,2.1534,41.3987,21h,Good,13.0,21h,Good,70.0,,,,15/11/2018 22:00,1542315901
Barcelona - Ciutadella,Good,2.1874,41.3864,21h,Good,5.0,21h,Good,70.0,,,,15/11/2018 22:00,1542315901
Barcelona - Vall Hebron,Good,2.148,41.4261,21h,Good,21.0,21h,Good,50.0,21h,Good,16.0,15/11/2018 22:00,1542315901
Barcelona - Palau Reial,Good,2.1151,41.3875,21h,Good,23.0,21h,Good,41.0,21h,Good,19.0,15/11/2018 22:00,1542315901
Barcelona - Poblenou,Good,2.2045,41.4039,,,,21h,Good,73.0,21h,Good,20.0,15/11/2018 22:00,1542315901
Barcelona - Observ Fabra,Good,2.1239,41.4183,19h,--,,19h,--,,21h,Good,8.0,15/11/2018 22:00,1542315901
Barcelona - Sants,Good,2.1331,41.3788,,,,22h,Good,54.0,,,,15/11/2018 23:00,1542319502
Barcelona - Eixample,Good,2.1538,41.3853,20h,--,,20h,--,,22h,Good,25.0,15/11/2018 23:00,1542319502
Barcelona - Gràcia,Good,2.1534,41.3987,22h,Good,26.0,22h,Good,48.0,,,,15/11/2018 23:00,1542319502
Barcelona - Ciutadella,Good,2.1874,41.3864,22h,Good,30.0,22h,Good,38.0,,,,15/11/2018 23:00,1542319502
Barcelona - Vall Hebron,Good,2.148,41.4261,22h,Good,22.0,22h,Good,52.0,22h,Good,16.0,15/11/2018 23:00,1542319502
Barcelona - Palau Reial,Good,2.1151,41.3875,22h,Good,26.0,22h,Good,39.0,22h,Good,18.0,15/11/2018 23:00,1542319502
Barcelona - Poblenou,Good,2.2045,41.4039,,,,22h,Good,40.0,22h,Good,19.0,15/11/2018 23:00,1542319502
Barcelona - Observ Fabra,Good,2.1239,41.4183,20h,--,,20h,--,,22h,Good,8.0,15/11/2018 23:00,1542319502
Barcelona - Sants,Good,2.1331,41.3788,,,,23h,Good,29.0,,,,16/11/2018 0:00,1542323102
Barcelona - Eixample,Good,2.1538,41.3853,,,,,,,23h,Good,25.0,16/11/2018 0:00,1542323102
Barcelona - Gràcia,Good,2.1534,41.3987,23h,Good,37.0,23h,Good,33.0,,,,16/11/2018 0:00,1542323102
Barcelona - Ciutadella,Good,2.1874,41.3864,23h,Good,41.0,23h,Good,24.0,,,,16/11/2018 0:00,1542323102
Barcelona - Vall Hebron,Good,2.148,41.4261,23h,Good,43.0,23h,Good,29.0,23h,Good,15.0,16/11/2018 0:00,1542323102
Barcelona - Palau Reial,Good,2.1151,41.3875,23h,Good,37.0,23h,Good,22.0,23h,Good,17.0,16/11/2018 0:00,1542323102
Barcelona - Poblenou,Good,2.2045,41.4039,,,,23h,Good,25.0,23h,Good,18.0,16/11/2018 0:00,1542323102
Barcelona - Observ Fabra,Good,2.1239,41.4183,,,,,,,22h,Good,8.0,16/11/2018 0:00,1542323102
Barcelona - Sants,Good,2.1331,41.3788,,,,0h,Good,38.0,,,,16/11/2018 1:00,1542326702
Barcelona - Eixample,Good,2.1538,41.3853,0h,Good,8.0,0h,Good,61.0,0h,Good,24.0,16/11/2018 1:00,1542326702
Barcelona - Gràcia,Good,2.1534,41.3987,0h,Good,9.0,0h,Good,64.0,,,,16/11/2018 1:00,1542326702
Barcelona - Ciutadella,Good,2.1874,41.3864,0h,Good,19.0,0h,Good,43.0,,,,16/11/2018 1:00,1542326702
Barcelona - Vall Hebron,Good,2.148,41.4261,0h,Good,37.0,0h,Good,25.0,0h,Good,14.0,16/11/2018 1:00,1542326702
Barcelona - Palau Reial,Good,2.1151,41.3875,0h,Good,16.0,0h,Good,36.0,0h,Good,17.0,16/11/2018 1:00,1542326702
Barcelona - Poblenou,Good,2.2045,41.4039,,,,0h,Good,40.0,0h,Good,18.0,16/11/2018 1:00,1542326702
Barcelona - Observ Fabra,Good,2.1239,41.4183,0h,Good,72.0,0h,Good,9.0,22h,Good,8.0,16/11/2018 1:00,1542326702
Barcelona - Sants,Good,2.1331,41.3788,,,,1h,Good,50.0,,,,16/11/2018 2:00,1542330302
Barcelona - Eixample,Good,2.1538,41.3853,1h,Good,8.0,1h,Good,57.0,1h,Good,23.0,16/11/2018 2:00,1542330302
Barcelona - Gràcia,Good,2.1534,41.3987,0h,Good,9.0,0h,Good,64.0,,,,16/11/2018 2:00,1542330302
Barcelona - Ciutadella,Good,2.1874,41.3864,1h,Good,14.0,1h,Good,41.0,,,,16/11/2018 2:00,1542330302
Barcelona - Vall Hebron,Good,2.148,41.4261,1h,Good,14.0,1h,Good,45.0,1h,Good,13.0,16/11/2018 2:00,1542330302
Barcelona - Palau Reial,Good,2.1151,41.3875,1h,Good,13.0,1h,Good,39.0,1h,Good,16.0,16/11/2018 2:00,1542330302
Barcelona - Poblenou,Good,2.2045,41.4039,,,,1h,Good,39.0,1h,Good,17.0,16/11/2018 2:00,1542330302
Barcelona - Observ Fabra,--,2.1239,41.4183,23h,--,,23h,--,,23h,--,,16/11/2018 2:00,1542330302
Barcelona - Sants,Good,2.1331,41.3788,,,,2h,Good,30.0,,,,16/11/2018 3:00,1542333902
Barcelona - Eixample,Good,2.1538,41.3853,2h,Good,6.0,2h,Good,57.0,2h,Good,23.0,16/11/2018 3:00,1542333902
Barcelona - Gràcia,Good,2.1534,41.3987,0h,Good,9.0,0h,Good,64.0,,,,16/11/2018 3:00,1542333902
Barcelona - Ciutadella,Good,2.1874,41.3864,2h,Good,16.0,2h,Good,38.0,,,,16/11/2018 3:00,1542333902
Barcelona - Vall Hebron,Good,2.148,41.4261,2h,Good,36.0,2h,Good,25.0,2h,Good,11.0,16/11/2018 3:00,1542333902
Barcelona - Palau Reial,Good,2.1151,41.3875,2h,Good,35.0,2h,Good,12.0,2h,Good,15.0,16/11/2018 3:00,1542333902
Barcelona - Poblenou,Good,2.2045,41.4039,,,,2h,Good,29.0,2h,Good,17.0,16/11/2018 3:00,1542333902
Barcelona - Observ Fabra,--,2.1239,41.4183,0h,--,,0h,--,,0h,--,,16/11/2018 3:00,1542333902
Barcelona - Sants,Good,2.1331,41.3788,,,,3h,Good,28.0,,,,16/11/2018 4:00,1542337501
Barcelona - Eixample,Good,2.1538,41.3853,3h,Good,21.0,3h,Good,38.0,3h,Good,22.0,16/11/2018 4:00,1542337501
Barcelona - Gràcia,--,2.1534,41.3987,1h,--,,1h,--,,,,,16/11/2018 4:00,1542337501
Barcelona - Ciutadella,Good,2.1874,41.3864,3h,Good,34.0,3h,Good,23.0,,,,16/11/2018 4:00,1542337501
Barcelona - Vall Hebron,Good,2.148,41.4261,3h,Good,53.0,3h,Good,9.0,3h,Good,12.0,16/11/2018 4:00,1542337501
Barcelona - Palau Reial,Good,2.1151,41.3875,3h,Good,37.0,3h,Good,4.0,3h,Good,15.0,16/11/2018 4:00,1542337501
Barcelona - Poblenou,Good,2.2045,41.4039,,,,3h,Good,26.0,3h,Good,16.0,16/11/2018 4:00,1542337501
Barcelona - Observ Fabra,--,2.1239,41.4183,1h,--,,1h,--,,1h,--,,16/11/2018 4:00,1542337501
Barcelona - Sants,Good,2.1331,41.3788,,,,4h,Good,24.0,,,,16/11/2018 5:00,1542341102
Barcelona - Eixample,Good,2.1538,41.3853,4h,Good,17.0,4h,Good,39.0,4h,Good,22.0,16/11/2018 5:00,1542341102
Barcelona - Gràcia,--,2.1534,41.3987,2h,--,,2h,--,,,,,16/11/2018 5:00,1542341102
Barcelona - Ciutadella,Good,2.1874,41.3864,4h,Good,34.0,4h,Good,19.0,,,,16/11/2018 5:00,1542341102
Barcelona - Vall Hebron,Good,2.148,41.4261,4h,Good,48.0,4h,Good,9.0,4h,Good,11.0,16/11/2018 5:00,1542341102
Barcelona - Palau Reial,Good,2.1151,41.3875,4h,Good,29.0,4h,Good,6.0,4h,Good,14.0,16/11/2018 5:00,1542341102
Barcelona - Poblenou,Good,2.2045,41.4039,,,,4h,Good,19.0,4h,Good,16.0,16/11/2018 5:00,1542341102
Barcelona - Observ Fabra,--,2.1239,41.4183,2h,--,,2h,--,,2h,--,,16/11/2018 5:00,1542341102
Barcelona - Sants,Good,2.1331,41.3788,,,,5h,Good,31.0,,,,16/11/2018 6:00,1542344702
Barcelona - Eixample,Good,2.1538,41.3853,5h,Good,2.0,5h,Good,52.0,5h,Good,21.0,16/11/2018 6:00,1542344702
Barcelona - Gràcia,--,2.1534,41.3987,4h,--,,4h,--,,,,,16/11/2018 6:00,1542344702
Barcelona - Ciutadella,Good,2.1874,41.3864,5h,Good,26.0,5h,Good,17.0,,,,16/11/2018 6:00,1542344702
Barcelona - Vall Hebron,Good,2.148,41.4261,5h,Good,41.0,5h,Good,11.0,5h,Good,10.0,16/11/2018 6:00,1542344702
Barcelona - Palau Reial,Good,2.1151,41.3875,5h,Good,16.0,5h,Good,15.0,5h,Good,14.0,16/11/2018 6:00,1542344702
Barcelona - Poblenou,Good,2.2045,41.4039,,,,5h,Good,22.0,5h,Good,15.0,16/11/2018 6:00,1542344702
Barcelona - Observ Fabra,--,2.1239,41.4183,3h,--,,3h,--,,3h,--,,16/11/2018 6:00,1542344702
Barcelona - Sants,Good,2.1331,41.3788,,,,6h,Good,26.0,,,,16/11/2018 7:00,1542348302
Barcelona - Eixample,Good,2.1538,41.3853,6h,Good,8.0,6h,Good,40.0,6h,Good,21.0,16/11/2018 7:00,1542348302
Barcelona - Gràcia,--,2.1534,41.3987,4h,--,,4h,--,,,,,16/11/2018 7:00,1542348302
Barcelona - Ciutadella,Good,2.1874,41.3864,6h,Good,19.0,6h,Good,21.0,,,,16/11/2018 7:00,1542348302
Barcelona - Vall Hebron,Good,2.148,41.4261,6h,Good,28.0,6h,Good,19.0,6h,Good,10.0,16/11/2018 7:00,1542348302
Barcelona - Palau Reial,Good,2.1151,41.3875,6h,Good,13.0,6h,Good,19.0,6h,Good,14.0,16/11/2018 7:00,1542348302
Barcelona - Poblenou,Good,2.2045,41.4039,,,,6h,Good,35.0,6h,Good,15.0,16/11/2018 7:00,1542348302
Barcelona - Observ Fabra,--,2.1239,41.4183,4h,--,,4h,--,,4h,--,,16/11/2018 7:00,1542348302
Barcelona - Sants,Good,2.1331,41.3788,,,,7h,Good,29.0,,,,16/11/2018 8:00,1542351902
Barcelona - Eixample,Good,2.1538,41.3853,7h,Good,4.0,7h,Good,53.0,7h,Good,22.0,16/11/2018 8:00,1542351902
